,Unnamed: 0,comments,estimated_rating_flair,estimated_rating_textblob,estimated_rating_asent,pos_value_asent,neg_value_asent,probability,estimated_sentiment_flair,estimated_sentiment_textblob,compound_value_asent,neu_value_asent,estimated_subjectivity_textblob
507,507,i dont understand how this place keeps good rating. its cheap option for sure but it also offers bugs and freezing cold ac and no blanket or towel. water is also not hot and bathroom condition is quite harsh. no interaction so no friendliness or information is offered either.,0.6904278286947053,2.7767857142857144,3.024150632998081,0.1267484262718425,0.1623362102596743,0.9999704360961914,NEGATIVE,0.1107142857142857,-0.0493615211321214,0.7109153634684832,0.6769841269841271
509,509,"Elizabeth responded to our spontenous request very fastly and we we're able to stay at her place eventough we requested the booking at the same day. However, when booking a double room there is a difference of 11 euros if two people stay there. So when booking a double room for two people you have to pay 11 euros more even if it is not displayed at first and still the same double room..why? Further the pictures look much brighter and newer than the house is...but nevermind..it is expensive singapor..yet, the most weird and akward thing are the two webcams in her house. It seems she is never there..and maybe afraid of people destroying her house or whatever..but this is not what airbnb is about. It's about trusting and meeting people from other cultures and countries..or if you only have money on your mind, then you have to handle possible negative side effects in another way ..but not by setting up webcams? That's how we feel. However, via viber Elizabeth was nice and provided us with good tips about Singapore.",0.6913436717544215,2.6460227272727272,3.006803343712749,0.0471588736612104,0.0267820101172761,0.9996390342712402,NEGATIVE,0.0584090909090909,0.0274897031150598,0.5510591162215134,0.4846969696969697
518,518,Change everything,4.9567777418479775,2.5,2.8108825044289905,0.0,0.0,0.9971705079078674,POSITIVE,0.0,0.0,0.0,0.0
530,530,"We stayed in the Room just for 2nights, we arrive at midnight and the area in Front of the house smelled like badpo...
Honestly i wouldnt pay this money for this room again! 
It was clean and tidy but not worth it!
The house is a old building the Toiletdoor is open on the top.
The hotwater in the shower was not working.
The furniture is the same except of the bed, but the pictures are photoshoped! It was never so bright in the whole building!
We never meet Elizabeth, we just had contact per E-Mail viber and Air bnb. I think she is a nice Person but she made us crazy! She was so worried that we would not find the house, that she wrote me so many emails and massages explained everything six times that i really was worried! But it is so easy to find it! Tell the Street Name to the taxi driver and stop on her gate. 
I am sorry.",0.6903623166958788,3.081380208333333,3.008092585434809,0.0666679573062408,0.0868719359944414,0.999994158744812,NEGATIVE,0.2325520833333333,0.0056974532345227,0.5964601066993177,0.5911458333333335
531,531,"Overall: Comfortable, clean, quiet, out of the way homestay-like set up, with 3 rooms being rented out. Communication with the host could be more streamlined, clearer, and organized. The host, as stated in other reviews, seems to live elsewhere.

Bonus: The Newton Food Centre is a short walk! And there's a washing machine on premises.

Cons: 1) The kitchen does not appear to be newly renovated. Faulty stove, and refrigerator needed to be replaced while I was there. According to the host, the holiday interfered with delivery of a new fridge, so it was wrapped in bungee cord for the entirety of my 7 night stay, which was unfortunate. 2)  Communication with the host was cumbersome and created some difficulty initially. I think providing options other than Viber to communicate important info--such as Skype calls or calling card calls--would have been helpful.

To be sure, the space itself is comfortable, even with faulty kitchen, which I understand will be remedied soon.

",0.7709898192556035,2.847774621212121,3.0230478291183864,0.0895303390578342,0.0371134988999871,0.972379505634308,NEGATIVE,0.1391098484848484,0.1643507824078771,0.4566894953755119,0.5300820707070707
547,547,It was okay,0.6931319046207105,3.75,3.124283936349282,0.4871794871794871,0.0,0.9989932179450988,NEGATIVE,0.5,0.2263479546725355,0.5128205128205129,0.5
564,564,"I informed the host that I was booking for my in-laws before she accepted this booking. The house is some walk away from Newton MRT but the walk wasn't sheltered. Given SG weather, its not particularly convenient. The house and room are definitely not as new and neat and bright as shown in the photos. Its rather clean but the kitchen lacks microwave and the stove doesn't work although we've tried a couple of times and even asked the host about it. My in laws couldn't heat up the food that they bought back. However, the room is big and clean although dark. My in laws said the bed is comfortable and they slept well. The host is difficult to deal with. She demands a lot as a host based on my experiences throughout the years and across countries. She's the first host to request for me to send scanned passport details before arrival which made me uncomfortable. When I asked why its necessary, she said its legal requirement (which she can't pinpoint which section and unable to direct me to a website for me to check when I asked for it), that I booked the room for my in laws and not staying there myself (she shouldn't have accepted the booking if it makes her uncomfortable) and that she wouldn't be in Singapore to check us in (so be in Singapore?). I relented and emailed her my-laws' passport details to stop the long chain of communication and she promised to send me EIGHT emails regarding check in details. After she sent FIVE (each of the email containing only ONE or TWO photo/document), she requested (yet again) for me to send my in laws' contact number so she can liase with them personally. She really got on my nerves with her endless requests because of her own choice of not being in SG and confirming my booking knowing I won't be staying there. I told her my in laws are old and are not tech savvy and do not have access to internet as often as I do. She argued with me back and forth until I put my foot down and requested for her to make the whole process smooth and fuss-free for me. I lost my cool with my host for the FIRST TIME EVER, but I really felt the whole experience ridiculous. It's like checking in to a grand palace when the place is pretty run-down (No offence but that's my definition of a run-down house). However, the host was easily reached after my in laws checked in. She replied to messages promptly when I text her about the stove. She also text me to check if everything is okay for my in laws. Overall, the whole process from booking to check in was torturous and I was inconvenienced to a tremendous degree. I wanted to cancel the reservation but perhaps its coincidence, her bombardment of requests and questions come only around her 5-day cancellation policy so...",0.6904324378131028,2.7521095097314614,3.038243306516411,0.0768437753248837,0.0415479187324415,0.9999687671661376,NEGATIVE,0.1008438038925844,0.0846851765161192,0.5899416392760081,0.5628479921162847
607,607,"When we arrived, the housekeeper already inside waiting for us. Everything as detailed from her description.",4.165592049029112,3.5,2.8108825044289905,0.0,0.0,0.949355125427246,POSITIVE,0.4,0.0,0.0,0.75
702,702,I stayed here for business and it was far enough away from the center to feel part of a neighborhood but close enough to be at a meeting in 6 min by taxi. Would stay again!,4.913838999924174,2.5,2.8108825044289905,0.0,0.0,0.999345600605011,POSITIVE,0.0,0.0,0.0,0.525
763,763,"Had issues with the late check in service leaving us stranded at 3am unable to contact any of the hosts, other than that great location close to multiple MRT lines and bus stops, nice strip of restaurants and bars downstairs (Papi's Tacos is a must) and amazing local food 5 mintues walk away ",0.6911999556529234,2.8359375,3.3450467065282616,0.1589895988112927,0.0237741456166419,0.9996910095214844,NEGATIVE,0.134375,0.8778822623068634,0.8172362555720654,0.515625
768,768,"All I have to say about my stay has been said in the few negative reviews I found.
I am seriously baffled by the generally positive comments on this place. I suppose for young backpackers who are ready to endure Thai hostels, this is good enough.
First and most important, it is a run-down, shabby appartment. Wherever I looked or went, it was messy, dirty (beyond the immediate surface), old and shabby. My sense is that the host actually does not live here -- she was in Australia my entire stay, 10 days -- and simply milks the asset with the help of a ""cleaner"". No tidying up of the place, no maintainance at all (for at least 10 years, perhaps 20), only superficial cleaning, change of bed sheets and towels (mine was missing, by the way).
All the cheap talk by Elizabether about ""my humble, simple home"" should be discarded and replaced by: this is a cheap, run-down, shabby place, fine for backpackers who want to avoid hostels. Everyone else should look elsewhere.
Finally, the host herself. She is absent but nonetheless a control freak. She messages constantly and wants to talk, uselessly, including before you board your flight to Singapore (?!). I had to stop her. And she's awfully mean, constantly mentioning the price of electricity; she wanted to charge $5 to use a non-heating washing machine, for which you have to unfold a hose into the shower: seriously? She demands that you send a scan of your passport beforehand, pretending it's a legal requirement, which is plainly wrong. (What is a legal requirement, which she ignores, is to comply with GDPR when you ask an EU citizen for a scan of their passport. What does she do with her guests' passport scans?...)
I do not recommend. Avoid.",0.6903570496694873,2.508443813131313,2.9783842771491784,0.0511689019386183,0.1339210301164459,0.9999960660934448,NEGATIVE,0.0033775252525252,-0.123407939826493,0.6570153311028305,0.4793214886964886
786,786,"Pros: safe, excellent location, really close to a bunch of the best museums, the famous Raffles hotel, on a historic Hainanese street with many bars, excellent and diverse restaurant options within a block’s walk, and near a bus stop with access to anywhere you want to be basically.  Concierge service is so responsive and friendly and complimentary laundry is a big win especially after sweaty days. 
Cons: Most alarming con the apartment is the shower situation or lack thereof. If all you want after a long day of sweating in Singapore’s relentless heat is a nice shower and the insurance of feeling clean, do NOT come to this apartment. It actually ruined the trip a bit for me even though the  concierge service did offer different apartments after I asked for help, my trust was already broken so I didn’t want to be troubled with another move and a similarly awful shower situation, given they don’t show pictures of the shower in any other apartment either. The rain forest shower head is not connected to the heated water line and the nozzle shower head has extremely weak water pressure, like you honestly might be better of buying a bucket and filling it with warm water and using it to assist your cleaning routine that way. 
The apartment is small despite it being a loft. It is not fun to walk up and down the stairs to your bed after a long day of walking or a stiff legged morning. Might be perfect for one person but too narrow for two, especially if you have big suit cases.",0.6906049726602009,2.952093776106934,3.1050633367652782,0.1443738518477502,0.0722309478572107,0.9999063014984132,NEGATIVE,0.1808375104427735,0.2083017198623514,0.6722840891839279,0.5523391812865497
